busbar_name,type [R or K],busbar_kilometering [km],current [kA]
81-018.450-R-3-SI-BB2,R,18.45,-0.004069678932769928
81-018.450-R-3-SI-BB3,R,18.45,-0.004069677538182726
81-018.618-R-30-BB,R,18.618,-0.004069470222556231
81-018.950-R-3-SI-BB1,R,18.95,-0.004069580761181142
81-018.950-R-3-SI-BB2,R,18.95,-0.004069579773560188
81-018.950-R-3-SI-BB3,R,18.95,-0.0040695788502947625
81-018.980-R-4-SI-BB1,R,18.98,-0.0040695789737630345
81-018.980-R-4-SI-BB2,R,18.98,-0.004069578100359411
81-018.980-R-4-SI-BB3,R,18.98,-0.004069577162603549
81-019.038-R-10-BB,R,19.038,-0.004069483025344485
81-019.150-R-3-SI-BB1,R,19.15,-0.004069551489451142
81-019.150-R-3-SI-BB2,R,19.15,-0.004069550728971632
81-019.168-R-4-SI-BB1,R,19.168,-0.004069550851536707
81-019.168-R-4-SI-BB2,R,19.168,-0.0040695500667997505
81-019.286-R-4-10-BB,R,19.286,-0.0040695120149206185
81-019.390-R-4-3-BB,R,19.39,-0.00406949558256644
81-019.416-R-3-4-BB,R,19.416,-0.004069496856581651
81-019.463-R-30-BB,R,19.463,-0.004069481768030339
81-019.463-R-4-BB,R,19.463,-0.004069482300081303
81-019.505-R-11-SI-BB1,R,19.505,-0.00406948252248792
81-019.505-R-11-SI-BB2,R,19.505,-0.0040694821400360645
81-019.505-R-12-SI-BB1,R,19.505,-0.004069475729982678
81-019.505-R-12-SI-BB2,R,19.505,-0.004069475416540193
81-019.800-R-11-BB,R,19.8,-0.00406945122750978
81-019.800-R-12-BB,R,19.8,-0.00406945112027703
81-019.900-R-11-BB,R,19.9,-0.004069444697661352
81-019.900-R-12-BB,R,19.9,-0.004069444688574541
81-020.100-R-13-BB,R,20.1,-0.0040694414930712184
81-020.100-R-14-BB,R,20.1,-0.004069441492720593
81-020.100-R-15-BB,R,20.1,-0.004069441491987466
81-020.100-R-16-BB,R,20.1,-0.004069441491641952
85-018.050-R-11-BB,R,18.05,-0.012160908533858978
85-018.050-R-12-BB,R,18.05,-0.012161990652630794
85-018.050-R-13-BB,R,18.05,-0.01216080260139641
85-018.050-R-14-BB,R,18.05,-0.01215900608824988
85-018.055-R-4-SI-BB1,R,18.055,-0.012166838525766874
85-018.055-R-4-SI-BB2,R,18.055,-0.012167624024575887
85-018.070-R-11-BB,R,18.07,-0.012172177837227348
85-018.070-R-12-BB,R,18.07,-0.012171820579375324
85-018.070-R-13-BB,R,18.07,-0.012173301422739266
85-018.070-R-14-BB,R,18.07,-0.012174640409817737
85-018.075-R-4-BB,R,18.075,-0.012184220427038164
85-018.227-R-1-SI-BB1,R,18.227,-0.012334487364422369
85-018.227-R-1-SI-BB2,R,18.227,-0.012342162131698139
85-018.300-R-4-SI-BB1,R,18.3,-0.012514641131746024
85-018.300-R-4-SI-BB2,R,18.3,-0.012519159846833402
85-018.342-R-12-BB,R,18.342,-0.012255526949601157
85-018.342-R-13-BB,R,18.342,-0.012347159615900192
85-018.453-R-3-BB,R,18.453,-0.012693518365660466
85-018.475-R-4-SI-BB1,R,18.475,-0.012599799907053547
85-018.475-R-4-SI-BB2,R,18.475,-0.012601217864615688
85-018.483-R-2-BB,R,18.483,-0.012687573720226452
85-018.558-R-2-SI-BB1,R,18.558,-0.012692563545459286
85-018.558-R-2-SI-BB2,R,18.558,-0.012696417012042216
85-018.558-R-3-SI-BB1,R,18.558,-0.012800153678260038
85-018.558-R-3-SI-BB2,R,18.558,-0.012806924965679992
85-018.558-R-4-SI-BB1,R,18.558,-0.01263946867460505
85-018.558-R-4-SI-BB2,R,18.558,-0.01264469795625302
85-018.672-R-2-new_busbar,R,18.672,-0.012692662191405833
85-018.772-R-1-SI-BB1,R,18.772,-0.013019582209681258
85-018.772-R-1-SI-BB2,R,18.772,-0.013023407095802356
85-018.792-R-4-SI-BB1,R,18.792,-0.013042396030309461
85-018.792-R-4-SI-BB2,R,18.792,-0.013047625612506842
85-018.808-R-2-SI-BB1,R,18.808,-0.013030946524071945
85-018.808-R-2-SI-BB2,R,18.808,-0.013039181423147885
85-018.808-R-3-SI-BB1,R,18.808,-0.013082021501203515
85-018.808-R-3-SI-BB2,R,18.808,-0.013088793435857655
85-018.883-R-2-BB,R,18.883,-0.013157181565455082
85-018.884-R-3-BB,R,18.884,-0.013145073561861693
85-018.930-R-3-BB,R,18.93,-0.013263945013199272
85-018.930-R-4-BB,R,18.93,-0.01328217639701162
85-019.041-R-4-SI-BB1,R,19.041,-0.013673212102527308
85-019.041-R-4-SI-BB2,R,19.041,-0.013684051699894445
85-019.041-R-4-SI-BB3,R,19.041,-0.013694891297267107
85-019.168-R-2-BB,R,19.168,-0.013475531034952885
85-019.168-R-3-BB,R,19.168,-0.013445085224540717
85-019.172-R-1-SI-BB1,R,19.172,-0.013520676104108103
85-019.172-R-1-SI-BB2,R,19.172,-0.013528121292860478
85-019.320-R-1-SI-BB1,R,19.32,-0.01384617141687846
85-019.320-R-1-SI-BB2,R,19.32,-0.013859396160260854
85-019.320-R-1-SI-BB3,R,19.32,-0.013872620903648854
85-019.335-R-4-SI-BB1,R,19.335,-0.014212772266575992
85-019.335-R-4-SI-BB2,R,19.335,-0.014223612684445329
85-019.335-R-4-SI-BB3,R,19.335,-0.014234453102320419
85-019.720-R-4-SI-BB1,R,19.72,-0.014912690970767068
85-019.720-R-4-SI-BB2,R,19.72,-0.014923532510819078
85-019.720-R-4-SI-BB3,R,19.72,-0.014934374050877115
85-020.070-R-1-SI-BB1,R,20.07,-0.015484513173499002
85-020.070-R-1-SI-BB2,R,20.07,-0.015497740118684157
85-020.070-R-1-SI-BB3,R,20.07,-0.015509118054565984
85-020.095-R-4-SI-BB1,R,20.095,-0.015595064470298297
85-020.095-R-4-SI-BB2,R,20.095,-0.015605907155222736
85-020.095-R-4-SI-BB3,R,20.095,-0.015618598849463062
85-020.445-R-1-SI-BB1,R,20.445,-0.016202496405142007
85-020.445-R-1-SI-BB2,R,20.445,-0.016213875530222324
85-020.445-R-1-SI-BB3,R,20.445,-0.01622525465530918
85-020.495-R-4-SI-BB1,R,20.495,-0.016443599502589546
85-020.495-R-4-SI-BB2,R,20.495,-0.016456292479330923
85-020.495-R-4-SI-BB3,R,20.495,-0.01646787481113526
85-020.880-R-1-SI-BB1,R,20.88,-0.01702966641133542
85-020.880-R-1-SI-BB2,R,20.88,-0.017041046983024954
85-020.880-R-1-SI-BB3,R,20.88,-0.01705353819966506
85-021.630-R-1-SI-BB1,R,21.63,-0.01857606098036948
85-021.630-R-1-SI-BB2,R,21.63,-0.0185885548692442
85-021.630-R-1-SI-BB3,R,21.63,-0.018599692681231086
85-021.695-R-4-SI-BB1,R,21.695,-0.018726814801920226
85-021.695-R-4-SI-BB2,R,21.695,-0.018738401357102173
85-021.695-R-4-SI-BB3,R,21.695,-0.018751343989187028
85-021.920-R-4-SI-BB1,R,21.92,-0.019224574343061736
85-021.920-R-4-SI-BB2,R,21.92,-0.019237517829620174
85-021.920-R-4-SI-BB3,R,21.92,-0.019249390545945023
85-022.230-R-1-SI-BB1,R,22.23,-0.019685738129727088
85-022.230-R-1-SI-BB2,R,22.23,-0.019696878238855634
85-022.230-R-1-SI-BB3,R,22.23,-0.019709089118233505
85-022.295-R-4-SI-BB1,R,22.295,-0.01997292812442945
85-022.295-R-4-SI-BB2,R,22.295,-0.019984802311607264
85-022.295-R-4-SI-BB3,R,22.295,-0.019996676498793147
85-022.605-R-1-SI-BB1,R,22.605,-0.02045323455652084
85-022.605-R-1-SI-BB2,R,22.605,-0.02046544694200224
85-022.605-R-1-SI-BB3,R,22.605,-0.02047765932749191
85-022.980-R-1-SI-BB1,R,22.98,-0.021221898300780858
85-022.980-R-1-SI-BB2,R,22.98,-0.021234112250020955
85-022.980-R-1-SI-BB3,R,22.98,-0.021246326199269625
85-023.045-R-4-SI-BB1,R,23.045,-0.0214440257233649
85-023.045-R-4-SI-BB2,R,23.045,-0.02145590301862053
85-023.045-R-4-SI-BB3,R,23.045,-0.021467780313884834
85-023.725-R-1-SI-BB1,R,23.725,-0.022725168989856954
85-023.725-R-1-SI-BB2,R,23.725,-0.022737386215000155
85-023.725-R-1-SI-BB3,R,23.725,-0.022766837047469436
85-023.758-R-4-SI-BB1,R,23.758,-0.022844090694304802
85-023.758-R-4-SI-BB2,R,23.758,-0.02285597114902376
85-023.758-R-4-SI-BB3,R,23.758,-0.022883720015589935
81-004.183-R-3-BB2,R,4.183,-0.004214270533427296
81-004.234-R-4-BB2,R,4.234,-0.004190226165422083
81-004.319-R-4-SI-BB1,R,4.319,-0.00418546821857269
81-004.319-R-4-SI-BB2,R,4.319,-0.004185296002982075
81-004.510-R-3-SI-BB1,R,4.51,-0.0041800237451359145
81-004.510-R-3-SI-BB2,R,4.51,-0.0041797015665685335
81-004.510-R-4-SI-BB1,R,4.51,-0.004174608202516368
81-004.510-R-4-SI-BB2,R,4.51,-0.0041744360667662255
81-004.570-R-3-BB,R,4.57,-0.0041734193298939935
81-004.593-R-4-BB,R,4.593,-0.004172114853538323
81-004.623-R-4-BB,R,4.623,-0.004170366078409874
81-004.640-R-3-BB,R,4.64,-0.00417033821095012
81-004.708-R-3-SI2-BB1,R,4.708,-0.004168791096622784
81-004.708-R-3-SI2-BB2,R,4.708,-0.004168651114623306
81-004.708-R-4-SI-BB1,R,4.708,-0.004165476110613496
81-004.708-R-4-SI-BB2,R,4.708,-0.004165122121182447
81-004.760-R-3-SI-BB1,R,4.76,-0.004167468450006187
81-004.760-R-3-SI-BB2,R,4.76,-0.004167328511357905
81-004.760-R-3-SI-BB3,R,4.76,-0.004167328511289913
81-004.790-R-4-SI-BB1,R,4.79,-0.004160405667297945
81-004.790-R-4-SI-BB2,R,4.79,-0.004160051746139597
81-004.790-R-4-SI-BB3,R,4.79,-0.004159557887171474
81-005.080-R-3-SI-BB1,R,5.08,-0.004068477753481644
81-005.080-R-3-SI-BB2,R,5.08,-0.004068478274252984
81-005.095-R-4-SI-BB1,R,5.095,-0.004135087290741988
81-005.095-R-4-SI-BB2,R,5.095,-0.004134593684763928
81-005.095-R-4-SI-BB3,R,5.095,-0.004134100078787537
81-005.455-R-3-SI-BB1,R,5.455,-0.004068503438712354
81-005.455-R-3-SI-BB2,R,5.455,-0.004068504004238158
81-005.455-R-3-SI-BB3,R,5.455,-0.004068719783268483
81-005.480-R-4-SI-BB1,R,5.48,-0.004103228815403411
81-005.480-R-4-SI-BB2,R,5.48,-0.004102735526567538
81-005.480-R-4-SI-BB3,R,5.48,-0.0041024957375043825
81-005.830-R-3-SI-BB1,R,5.83,-0.004081878114582869
81-005.830-R-3-SI-BB2,R,5.83,-0.004082094199263941
81-005.830-R-3-SI-BB3,R,5.83,-0.004082116625108978
81-005.862-R-4-SI-BB1,R,5.862,-0.0040876205611552335
81-005.862-R-4-SI-BB2,R,5.862,-0.004087381084957863
81-005.862-R-4-SI-BB3,R,5.862,-0.004087335267599827
81-006.178-R-3-SI-BB1,R,6.178,-0.004083392839931466
81-006.178-R-3-SI-BB2,R,6.178,-0.004083415549939555
81-006.178-R-3-SI-BB3,R,6.178,-0.004083412856006356
81-006.235-R-4-SI-BB1,R,6.235,-0.004084567404110613
81-006.235-R-4-SI-BB2,R,6.235,-0.00408452189156788
81-006.235-R-4-SI-BB3,R,6.235,-0.0040845017829697315
81-006.430-R-3-SI-BB1,R,6.43,-0.004083306753358576
81-006.430-R-3-SI-BB2,R,6.43,-0.004083304265230037
81-006.430-R-3-SI-BB3,R,6.43,-0.004083295553304521
81-006.499-R-4-SI-BB1,R,6.499,-0.004083643750243703
81-006.499-R-4-SI-BB2,R,6.499,-0.004083623857287919
81-006.499-R-4-SI-BB3,R,6.499,-0.004083610188132413
81-006.710-R-4-SI-BB1,R,6.71,-0.0040831444614314
81-006.710-R-4-SI-BB2,R,6.71,-0.004083130964597732
81-006.710-R-4-SI-BB3,R,6.71,-0.004083117467765714
81-006.805-R-3-SI2-BB1,R,6.805,-0.004082774001457156
81-006.805-R-3-SI2-BB2,R,6.805,-0.004082757190068005
81-006.930-R-4-SI-BB1,R,6.93,-0.004082638167508859
81-006.930-R-4-SI-BB2,R,6.93,-0.004082624850326784
81-006.930-R-4-SI-BB3,R,6.93,-0.0040826141506685835
81-007.010-R-3-SI-BB1,R,7.01,-0.00408247996359183
81-007.010-R-3-SI-BB2,R,7.01,-0.004082471725287932
81-007.010-R-3-SI-BB3,R,7.01,-0.004082460869463455
81-007.240-R-3-SI-BB1,R,7.24,-0.004082058642497017
81-007.240-R-3-SI-BB2,R,7.24,-0.004082047974459812
81-007.240-R-3-SI-BB3,R,7.24,-0.004082037306424257
81-007.300-R-4-SI-BB1,R,7.3,-0.004081979916156553
81-007.300-R-4-SI-BB2,R,7.3,-0.00408196951859167
81-007.300-R-4-SI-BB3,R,7.3,-0.004081959121028437
81-007.485-R-3-SI-BB1,R,7.485,-0.0040816165670030345
81-007.485-R-3-SI-BB2,R,7.485,-0.004081606098980322
81-007.485-R-3-SI-BB3,R,7.485,-0.0040815971067138124
81-007.545-R-4-SI-BB1,R,7.545,-0.004081549149709401
81-007.545-R-4-SI-BB2,R,7.545,-0.004081538952155445
81-007.545-R-4-SI-BB3,R,7.545,-0.004081527278848584
81-007.764-R-4-SI-BB1,R,7.764,-0.004081115036147157
81-007.764-R-4-SI-BB2,R,7.764,-0.004081103541605477
81-007.764-R-4-SI-BB3,R,7.764,-0.004081094310646914
81-007.852-R-3-SI-BB1,R,7.852,-0.0040810697639046675
81-007.852-R-3-SI-BB2,R,7.852,-0.004081061071211374
81-007.852-R-3-SI-BB3,R,7.852,-0.00408105011494321
84-004.255-R-1-BB,R,4.255,-0.0038992385971924385
84-004.255-R-1-Retur-BB,R,4.255,-0.004203443547083501
84-004.255-R-3-Retur-BB,R,4.255,-0.0041856280022468
83-004.234-R-1-BB2,R,4.234,-0.004140110651542501
83-004.255-R-1-Returskab-BB,R,4.255,-0.004143200880480545
83-004.255-R-2-Returskab-BB,R,4.255,-0.00411583717195145
83-004.300-R-2-BB2,R,4.3,-0.004103502251436014
83-004.409-R-1-BB,R,4.409,-0.003926759042545707
83-004.409-R-2-BB,R,4.409,-0.00393070267680767
83-004.450-R-2-BB,R,4.45,-0.00387783173717363
83-004.474-R-1/2-BB,R,4.474,-0.0038645916381060737
83-004.494-R-2-BB,R,4.494,-0.0038343326518914984
83-004.507-R-1-BB,R,4.507,-0.003849974030195927
83-004.533-R-2-SI-BB1,R,4.533,-0.0037662744284038016
83-004.533-R-2-SI-BB2,R,4.533,-0.003760904950359706
83-004.613-R-2-SI-BB1,R,4.613,-0.0036911021363166736
83-004.613-R-2-SI-BB2,R,4.613,-0.003685732717891652
83-004.613-R-2-SI-BB3,R,4.613,-0.0036812530696711853
83-004.691-R-1-SI-BB1,R,4.691,-0.003655062179811643
83-004.691-R-1-SI-BB2,R,4.691,-0.0036518028177389282
83-004.800-R-1-SI2-BB1,R,4.8,-0.0035783120239815183
83-004.800-R-1-SI2-BB2,R,4.8,-0.003570013917052314
83-004.800-R-2-SI2-BB1,R,4.8,-0.003545129856392657
83-004.800-R-2-SI2-BB2,R,4.8,-0.0035361708302243237
83-005.180-R-2-SI-BB1,R,5.18,-0.0032595692191088282
83-005.180-R-2-SI-BB2,R,5.18,-0.003255089964265554
83-005.180-R-2-SI-BB3,R,5.18,-0.0032515751848026194
83-005.340-R-1-SI-BB1,R,5.34,-0.0032059513903622593
83-005.340-R-1-SI-BB2,R,5.34,-0.0032018027028025745
83-005.340-R-1-SI-BB3,R,5.34,-0.0031966895398651625
83-005.500-R-2-SI-BB1,R,5.5,-0.0030688120879695763
83-005.500-R-2-SI-BB2,R,5.5,-0.0030652975107616043
83-005.500-R-2-SI-BB3,R,5.5,-0.0030617829335548713
83-005.675-R-1-SI-BB1,R,5.675,-0.002918347578004709
83-005.675-R-1-SI-BB2,R,5.675,-0.0029132346199235376
83-005.675-R-1-SI-BB3,R,5.675,-0.0029088368113306933
83-005.815-R-2-SI-BB1,R,5.815,-0.0028818854733403698
83-005.815-R-2-SI-BB2,R,5.815,-0.0028783710833616125
83-005.815-R-2-SI-BB3,R,5.815,-0.002874141543896868
83-005.990-R-1-SI-BB1,R,5.99,-0.0026837287038695362
83-005.990-R-1-SI-BB2,R,5.99,-0.002679331071444783
83-005.990-R-1-SI-BB3,R,5.99,-0.002675410414139927
83-006.125-R-2-SI-BB1,R,6.125,-0.0026610829894439946
83-006.125-R-2-SI-BB2,R,6.125,-0.0026568536215734674
83-006.125-R-2-SI-BB3,R,6.125,-0.0026521472785851984
83-006.200-R-1-SI-BB1,R,6.2,-0.0025416199154630627
83-006.200-R-1-SI-BB2,R,6.2,-0.0025376993677179594
83-006.200-R-1-SI-BB3,R,6.2,-0.002533778819973882
83-006.317-R-2-SI-BB1,R,6.317,-0.0025053109727017444
83-006.317-R-2-SI-BB2,R,6.317,-0.002500604728738769
83-006.317-R-2-SI-BB3,R,6.317,-0.0024958984847768045
83-006.375-R-1-SI-BB1,R,6.375,-0.0024222895120410144
83-006.375-R-1-SI-BB2,R,6.375,-0.0024183690510301424
83-006.375-R-1-SI-BB3,R,6.375,-0.002414448590020249
83-006.556-R-1-SI-BB1,R,6.556,-0.002299139326549179
83-006.556-R-1-SI-BB2,R,6.556,-0.0022952189508571377
83-006.556-R-1-SI-BB3,R,6.556,-0.002290979271941257
83-006.570-R-2-SI-BB1,R,6.57,-0.00230241563846147
83-006.570-R-2-SI-BB2,R,6.57,-0.0022977095158988
83-006.570-R-2-SI-BB3,R,6.57,-0.0022933226965618256
83-006.780-R-1-BB,R,6.78,-0.002136656834319831
83-006.780-R-1-Returskab m. SI-BB,R,6.78,-0.0021351908290043525
83-006.780-R-2-Returskab m.SI-BB,R,6.78,-0.0021423258114094054
83-006.780-R-2-SI-BB1,R,6.78,-0.0021436241464498494
83-006.850-R-1-SI2-BB1,R,6.85,-0.0021051075988594175
83-006.850-R-1-SI2-BB2,R,6.85,-0.0020995605094067276
83-006.850-R-2-SI-BB1,R,6.85,-0.0021084938719791073
83-006.850-R-2-SI-BB2,R,6.85,-0.002105405510625942
83-007.030-R-1-BB,R,7.03,-0.002018435437658686
83-007.030-R-1-Returskab m. SI-BB,R,7.03,-0.00201566198522468
83-007.075-R-1-BB,R,7.075,-0.001988940294081478
83-007.075-R-2-BB,R,7.075,-0.0019924890445264087
83-007.125-R-1-BB,R,7.125,-0.0019503777312372495
83-007.125-R-1-Returskab-BB,R,7.125,-0.0019401048083864578
83-007.125-R-2-BB,R,7.125,-0.0019511766331756102
81-007.200-R-1-BB,R,7.2,-0.001950107967707591
81-007.200-R-2-BB,R,7.2,-0.0019502009885274552
81-007.461-R-1-BB,R,7.461,-0.0019479580479322778
81-007.461-R-2-BB(1),R,7.461,-0.0019480224462523558
81-007.461-R-21-BB,R,7.461,-0.001947907063179372
81-007.477-R-2-BB,R,7.477,-0.00194794055472873
81-007.477-R-21-BB,R,7.477,-0.0019479070712867582
81-007.532-R-21-BB,R,7.532,-0.0019478294044663726
81-007.630-R-1-Returskab-BB,R,7.63,-0.0019462635885531265
81-007.630-R-21-BB,R,7.63,-0.0019475464872439202
81-007.665-R-2-SI-BB1,R,7.665,-0.0019472586064028191
81-007.665-R-2-SI-BB2,R,7.665,-0.0019472386161665052
81-007.680-R-1-SI-BB1,R,7.68,-0.001946185171090037
81-007.680-R-1-SI-BB2,R,7.68,-0.0019461803502657754
81-007.680-R-1-SI-BB3,R,7.68,-0.0019461755294423
81-007.680-R-21-BB,R,7.68,-0.0019474023759260353
81-007.763-R-21-BB,R,7.763,-0.0019474021579004607
81-008.075-R-1-SI-BB1,R,8.075,-0.001945871027239302
81-008.075-R-1-SI-BB2,R,8.075,-0.0019458663601532595
81-008.075-R-1-SI-BB3,R,8.075,-0.0019458537253070748
81-008.075-R-2-SI-BB1,R,8.075,-0.0019459120859883423
81-008.075-R-2-SI-BB2,R,8.075,-0.0019458922553727959
81-008.075-R-2-SI-BB3,R,8.075,-0.0019458803925189638
81-008.500-R-1-SI-BB1,R,8.5,-0.0019449868427201871
81-008.500-R-1-SI-BB2,R,8.5,-0.0019449743732363211
81-008.500-R-1-SI-BB3,R,8.5,-0.0019449626313568953
81-008.550-R-2-SI-BB1,R,8.55,-0.0019449718630037418
81-008.550-R-2-SI-BB2,R,8.55,-0.0019449601849669818
81-008.550-R-2-SI-BB3,R,8.55,-0.0019449477793273538
81-009.050-R-1-SI-BB1,R,9.05,-0.0019439227617708145
81-009.050-R-1-SI-BB2,R,9.05,-0.001943911233781684
81-009.050-R-1-SI-BB3,R,9.05,-0.0019438990224736582
81-009.060-R-2-SI-BB1,R,9.06,-0.0019439278826643973
81-009.060-R-2-SI-BB2,R,9.06,-0.0019439156753590175
81-009.060-R-2-SI-BB3,R,9.06,-0.0019439041513741036
81-009.550-R-1-SI-BB1,R,9.55,-0.0019429147509338496
81-009.550-R-1-SI-BB2,R,9.55,-0.0019429027339681038
81-009.550-R-1-SI-BB3,R,9.55,-0.0019428913280345483
81-009.600-R-2-SI-BB1,R,9.6,-0.0019429021329530707
81-009.600-R-2-SI-BB2,R,9.6,-0.0019428908188572982
81-009.600-R-2-SI-BB3,R,9.6,-0.0019428788937309051
81-010.500-R-1-SI-BB1,R,10.5,-0.0019411590310064186
81-010.500-R-1-SI-BB2,R,10.5,-0.0019411479940592527
81-010.500-R-1-SI-BB3,R,10.5,-0.0019411366962371202
81-010.500-R-2-SI-BB1,R,10.5,-0.001941160417466585
81-010.500-R-2-SI-BB2,R,10.5,-0.0019411488419053278
81-010.500-R-2-SI-BB3,R,10.5,-0.001941137527220605
81-010.759-R-1-BB,R,10.759,-0.0019406633151611843
81-010.759-R-2-BB,R,10.759,-0.0019406634364413306
83-010.759-R-1-Returskab m. SI-BB,R,10.759,-0.0019406633234428149
83-010.759-R-2-Returskab m. SI-BB,R,10.759,-0.001940663428154212
88-006.800-R-11-BB,R,6.8,-0.0015209581213086977
88-006.892-R-12-BB,R,6.892,-0.0014193248983268624
88-007.408-R-11-BB,R,7.408,-0.0006180707301018302
88-007.408-R-12-BB,R,7.408,-0.0006204918717193209
88-008.300-R-11-BB,R,8.3,0.0007335425816664505
88-008.300-R-12-BB,R,8.3,0.0007334283494953733
88-008.793-R-11-BB,R,8.793,0.0014812785969713829
88-008.793-R-12-BB,R,8.793,0.00148103145901034
88-009.575-R-11-BB,R,9.575,0.0026697824008271804
88-009.575-R-12-BB,R,9.575,0.0026644928953032825
88-011.100-R-11-BB,R,11.1,0.005088500627839396
88-011.217-R-10-BB,R,11.217,0.0052678287915882615
88-011.217-R-9-BB,R,11.217,0.005267824480627294
88-011.399-R-8-BB,R,11.399,0.0052677616365494374
88-011.518-R-11-BB,R,11.518,0.005477963227536673
88-011.518-R-12-BB,R,11.518,0.005476746049597143
88-011.535-R-8-BB,R,11.535,0.005267763219922178
88-011.535-R-9-BB,R,11.535,0.005267765137427438
88-011.643-R-11-BB,R,11.643,0.005680070649555074
88-011.700-R-12-BB,R,11.7,0.0057346649044116614
88-011.720-R-11-BB,R,11.72,0.005819881896267675
88-011.720-R-11-Retur-BB,R,11.72,0.005819881896267675
88-011.720-R-12-BB,R,11.72,0.005819712019427017
88-011.896-R-9-BB,R,11.896,0.005267753981568748
88-011.949-R-8-BB,R,11.949,0.005267748547980753
85-013.578-R-2-SI-BB1,R,13.578,-0.006038679293131691
85-013.578-R-2-SI-BB2,R,13.578,-0.00603867929313413
85-013.684-R-1-SI-BB1,R,13.684,-0.006235873005906621
85-013.684-R-1-SI-BB2,R,13.684,-0.00623587300590914
85-013.684-R-2-BB,R,13.684,-0.006290745872512367
85-013.927-R-1-BB,R,13.927,-0.006594668254425791
85-013.927-R-2-BB,R,13.927,-0.006587801408516805
85-014.019-R-1-SI-BB1,R,14.019,-0.006836829379961854
85-014.019-R-1-SI-BB2,R,14.019,-0.0068449284462332016
85-014.019-R-2-SI-BB1,R,14.019,-0.00682338080296394
85-014.019-R-2-SI-BB2,R,14.019,-0.006831259744373696
85-014.244-R-1-SI-BB1,R,14.244,-0.007141056151662428
85-014.244-R-1-SI-BB2,R,14.244,-0.007149155532624105
85-014.244-R-2-SI-BB1,R,14.244,-0.007119339124291104
85-014.244-R-2-SI-BB2,R,14.244,-0.007127218379594994
85-014.358-R-1-SI-BB1,R,14.358,-0.007449239077218892
85-014.358-R-1-SI-BB2,R,14.358,-0.0074573385413973245
85-014.358-R-2-SI-BB1,R,14.358,-0.007419146264749345
85-014.358-R-2-SI-BB2,R,14.358,-0.007427025602973403
85-014.580-R-1-SI-BB1,R,14.58,-0.007749532660374266
85-014.580-R-1-SI-BB2,R,14.58,-0.007757632462151424
85-014.580-R-2-SI-BB1,R,14.58,-0.007711278654513151
85-014.580-R-2-SI-BB2,R,14.58,-0.0077191583288137204
85-014.800-R-1-SI-BB1,R,14.8,-0.008047206442993211
85-014.800-R-1-SI-BB2,R,14.8,-0.008055306592483248
85-014.995-R-2-SI-BB1,R,14.995,-0.008250565411466862
85-014.995-R-2-SI-BB2,R,14.995,-0.008258445748517479
85-015.171-R-1-SI-BB1,R,15.171,-0.008543662309560263
85-015.171-R-1-SI-BB2,R,15.171,-0.00855176307487881
85-015.330-R-2-SI-BB1,R,15.33,-0.008687446633091143
85-015.330-R-2-SI-BB2,R,15.33,-0.008695327537836075
85-015.550-R-1-SI-BB1,R,15.55,-0.0090506888998157
85-015.550-R-1-SI-BB2,R,15.55,-0.009058790332274375
85-015.710-R-2-SI-BB1,R,15.71,-0.009181993767206385
85-015.710-R-2-SI-BB2,R,15.71,-0.009190401861741799
85-015.925-R-1-SI-BB1,R,15.925,-0.009520407804602664
85-015.925-R-1-SI-BB2,R,15.925,-0.009527983423343867
85-015.960-R-2-SI-BB1,R,15.96,-0.009531990007642797
85-015.960-R-2-SI-BB2,R,15.96,-0.009540398570245624
85-016.280-R-1-SI-BB1,R,16.28,-0.009965021375695061
85-016.280-R-1-SI-BB2,R,16.28,-0.009972597686445867
85-016.320-R-2-SI-BB1,R,16.32,-0.010032319538109158
85-016.320-R-2-SI-BB2,R,16.32,-0.010040728805337849
85-016.525-R-1-SI-BB1,R,16.525,-0.010274239261727948
85-016.525-R-1-SI-BB2,R,16.525,-0.010281816068534502
85-016.560-R-2-SI-BB1,R,16.56,-0.01036869958148312
85-016.560-R-2-SI-BB2,R,16.56,-0.010377109338546383
85-016.900-R-1-SI-BB1,R,16.9,-0.010743551190253355
85-016.900-R-1-SI-BB2,R,16.9,-0.010751128785519764
85-016.935-R-2-SI-BB1,R,16.935,-0.010889602580022936
85-016.935-R-2-SI-BB2,R,16.935,-0.010898013134596575
85-017.100-R-13-BB,R,17.1,-0.012151469241599693
85-017.150-R-1-SI-BB1,R,17.15,-0.011058979486596386
85-017.150-R-1-SI-BB2,R,17.15,-0.011066557627124373
85-017.310-R-2-SI-BB1,R,17.31,-0.011410556164717102
85-017.310-R-2-SI-BB2,R,17.31,-0.011418967555871195
85-017.333-R-12,R,17.333,-0.012151556008446581
85-017.333-R-13,R,17.333,-0.012151479961766014
85-017.333-R-14,R,17.333,-0.012151395043694665
85-017.440-R-1-SI-BB1,R,17.44,-0.011423692582196446
85-017.440-R-1-SI-BB2,R,17.44,-0.011431271374950827
85-017.466-R-11-BB,R,17.466,-0.01215191986072143
85-017.466-R-12-BB,R,17.466,-0.012151753465462748
85-017.466-R-13-BB,R,17.466,-0.012151555738391571
85-017.600-R-11-BB,R,17.6,-0.012152524835162468
85-017.600-R-12-BB,R,17.6,-0.012152011952947949
85-017.600-R-13-BB,R,17.6,-0.012151307956832213
85-017.600-R-14-BB,R,17.6,-0.012150276518813827
85-017.620-R-2-SI-BB1,R,17.62,-0.011842709202337341
