busbar_name,type [R or K],busbar_kilometering [km],current [kA]
85-013.364-R-1-Returskab-BB1,R,13.364,-0.005785549137142264
85-013.364-R-1-Returskab-BB2,R,13.364,-0.005785546904158771
85-013.364-R-1-Returskab-BB3,R,13.364,-0.005785536011242226
85-013.364-R-2-Returskab-BB1,R,13.364,-0.00578424258389481
85-013.364-R-2-Returskab-BB2,R,13.364,-0.0057842403415891575
85-013.364-R-2-Returskab-BB3,R,13.364,-0.005784230782686432
82-022.012-R-1-SI-BB1,R,22.012,0.07669394343475618
82-022.012-R-1-SI-BB2,R,22.012,0.07670419702992583
82-022.012-R-1-SI-BB3,R,22.012,0.07671445062512648
82-023.160-R-2-SI-BB1,R,23.16,0.08058512990879922
82-023.160-R-2-SI-BB2,R,23.16,0.08060485766117423
82-023.160-R-2-SI-BB3,R,23.16,0.08062458541358182
82-023.373-R-1-SI-BB1,R,23.373,0.08125218054244453
82-023.373-R-1-SI-BB2,R,23.373,0.08126244488733894
82-023.373-R-1-SI-BB3,R,23.373,0.08127270923226622
82-023.428-R-1-SI-BB1,R,23.428,0.08145618837183188
82-023.428-R-1-SI-BB2,R,23.428,0.08146645316432943
82-023.428-R-2-SI-BB1,R,23.428,0.08148382306535881
82-023.428-R-2-SI-BB2,R,23.428,0.08150355516233782
82-023.435-R-2-Returskab,R,23.435,0.08165703445256266
82-023.530-R-2-Returskab,R,23.53,0.0817074464998971
82-023.530-R-2-SI-BB1,R,23.53,0.08186092579098012
82-023.530-R-2-SI-BB2,R,23.53,0.08186261306758791
82-023.662-R-1-SI-BB1,R,23.662,0.08208207839611147
82-023.662-R-3-SI-BB1,R,23.662,0.08221767327877118
82-023.662-R-3-SI-BB2,R,23.662,0.08222839450730512
82-023.682-R-1,R,23.682,0.08207829946464301
82-023.682-R-1-SI-BB2(3),R,23.682,0.0832681143209011
82-023.800-R-1-SI2-BB2,R,23.8,0.08209967159351823
82-023.800-R-3-SI2-BB1,R,23.8,0.08246884348928891
82-023.800-R-3-SI2-BB2,R,23.8,0.08249029049213402
82-024.099-R-1-SI-BB1,R,24.099,0.08295460029085214
82-024.099-R-1-SI-BB2,R,24.099,0.08297219842344877
82-024.102-R-3-SI-BB1,R,24.102,0.08301666850698523
82-024.102-R-3-SI-BB2,R,24.102,0.08302739700678514
82-024.150-R-1-SI-BB1,R,24.15,0.08326642704422658
82-024.150-R-1-SI-BB1(1),R,24.15,0.08326642704422658
82-024.175-R-1,R,24.175,0.08318954311386158
82-024.249-R-2,R,24.249,0.08359047076387628
82-024.380-R-1-SI-BB1,R,24.38,0.08420271127925034
82-024.380-R-1-SI-BB2,R,24.38,0.08421720442348536
82-024.380-R-2-SI-BB1,R,24.38,0.08422129470770374
82-024.380-R-2-SI-BB2,R,24.38,0.08423682677756125
82-024.630-R-2-SI-BB1,R,24.63,0.08486790261681973
82-024.630-R-2-SI-BB2,R,24.63,0.08488343891436426
82-024.630-R-2-SI-BB3,R,24.63,0.08489822181569315
82-024.665-R-1-Returskab,R,24.665,0.08489323306429794
82-024.665-R-1-Returskab(1),R,24.665,0.08421200299325589
82-024.665-R-1-SI-BB1,R,24.665,0.08488852925086032
82-024.665-R-1-SI-BB2,R,24.665,0.08490302721467752
82-024.665-R-1-SI-BB3,R,24.665,0.0849182785748133
82-025.500-R-1-BB,R,25.5,0.08698865933045927
82-025.500-R-1-SI-BB1,R,25.5,0.08698865933045927
82-025.500-R-2-BB,R,25.5,0.08698919860794081
82-025.500-R-2-SI-BB1,R,25.5,0.08698919860794081
82-025.840-R-2-SI-BB1,R,25.84,0.08780923541930889
82-025.840-R-2-SI-BB2,R,25.84,0.08782408070098625
82-025.840-R-2-SI-BB3,R,25.84,0.08783892598269909
82-026.065-R-1-SI-BB1,R,26.065,0.0883868852512685
82-026.065-R-1-SI-BB1(1),R,26.065,0.0884198290810448
82-026.065-R-1-SI-BB1(2),R,26.065,0.08843003939395976
82-026.065-R-1-SI-BB2,R,26.065,0.0884021193915705
82-026.065-R-1-SI-BB3,R,26.065,0.0884173535319082
82-026.580-R-1-BB,R,26.58,0.09238761233396013
82-026.580-R-2-BB,R,26.58,0.092461853624561
81-008.095-R-1-SI2-BB1,R,8.095,-0.004080586458622872
81-008.095-R-1-SI2-BB2,R,8.095,-0.004080564975395286
81-008.095-R-2-SI2-BB1,R,8.095,-0.004080575970378856
81-008.095-R-2-SI2-BB2,R,8.095,-0.004080558081417662
81-008.095-R-2-SI2-BB3,R,8.095,-0.004080540192459765
81-008.320-R-1-SI-BB1,R,8.32,-0.004080175592151464
81-008.320-R-1-SI-BB2,R,8.32,-0.0040801650341576465
81-008.320-R-1-SI-BB3,R,8.32,-0.004080155408225411
81-008.380-R-2-SI-BB1,R,8.38,-0.004080131337331751
81-008.380-R-2-SI-BB2,R,8.38,-0.004080122625435262
81-008.380-R-2-SI-BB3,R,8.38,-0.004080112981480485
81-008.570-R-1-SI2-BB1,R,8.57,-0.004079768498736192
81-008.570-R-1-SI2-BB2,R,8.57,-0.004079749654874557
81-008.645-R-2-SI-BB1,R,8.645,-0.004079702344835489
81-008.645-R-2-SI-BB2,R,8.645,-0.004079692917119127
81-008.645-R-2-SI-BB3,R,8.645,-0.004079683489404415
81-008.945-R-1-SI-BB1,R,8.945,-0.00407918482897976
81-008.945-R-1-SI-BB2,R,8.945,-0.004079175713012315
81-008.945-R-1-SI-BB3,R,8.945,-0.004079166586417761
81-008.975-R-2-SI-BB1,R,8.975,-0.004079185147828632
81-008.975-R-2-SI-BB2,R,8.975,-0.004079175989359921
81-008.975-R-2-SI-BB3,R,8.975,-0.004079166841521612
81-009.320-R-1-SI-BB1,R,9.32,-0.004078619756242702
81-009.320-R-1-SI-BB2,R,9.32,-0.004078610935568466
81-009.320-R-1-SI-BB3,R,9.32,-0.004078602396570625
81-009.355-R-2-SI-BB1,R,9.355,-0.004078611534422192
81-009.355-R-2-SI-BB2,R,9.355,-0.004078602696582788
81-009.355-R-2-SI-BB3,R,9.355,-0.004078593577070288
81-009.730-R-1-SI-BB1,R,9.73,-0.004078044627220466
81-009.730-R-1-SI-BB2,R,9.73,-0.004078036422648481
81-009.730-R-1-SI-BB3,R,9.73,-0.004078027919483529
81-009.730-R-2-SI-BB1,R,9.73,-0.004078047177148357
81-009.730-R-2-SI-BB2,R,9.73,-0.004078038363513214
81-009.730-R-2-SI-BB3,R,9.73,-0.004078029848474333
81-010.120-R-1-SI2-BB1,R,10.12,-0.004077499110914775
81-010.120-R-1-SI2-BB2,R,10.12,-0.0040774827407226155
81-010.155-R-2-SI-BB1,R,10.155,-0.004077453748397025
81-010.155-R-2-SI-BB2,R,10.155,-0.004077445579969541
81-010.155-R-2-SI-BB3,R,10.155,-0.004077437411543702
81-010.495-R-1-SI2-BB1,R,10.495,-0.004076993279258023
81-010.495-R-1-SI2-BB2,R,10.495,-0.004076977520658221
81-010.530-R-2-SI-BB1,R,10.53,-0.0040769489658183155
81-010.530-R-2-SI-BB2,R,10.53,-0.004076941103185294
81-010.530-R-2-SI-BB3,R,10.53,-0.004076933240553922
81-010.750-R-1-SI-BB1,R,10.75,-0.004076655330229552
81-010.750-R-1-SI-BB2,R,10.75,-0.004076647658850603
81-010.750-R-2-SI-BB1,R,10.75,-0.004076655358082345
81-010.750-R-2-SI-BB2,R,10.75,-0.0040766476748332345
81-010.862-R-1-BB,R,10.862,-0.004076369072707717
81-010.862-R-2-BB,R,10.862,-0.004076369014627485
81-011.019-R-3-BB,R,11.019,-0.0040759317410100845
81-011.019-R-4-BB,R,11.019,-0.004075932944156271
81-011.410-R-3-BB,R,11.41,-0.004074957492660358
81-011.446-R-34-BB,R,11.446,-0.004074921629032817
81-011.446-R-4-BB,R,11.446,-0.00407492415014178
81-011.470-R-4-SI-BB1,R,11.47,-0.004074871223637759
81-011.470-R-4-SI-BB2,R,11.47,-0.0040748644430797145
81-011.505-R-3-SI-BB1,R,11.505,-0.004074785032407346
81-011.505-R-3-SI-BB2,R,11.505,-0.004074779466006553
81-011.720-R-4-SI-BB1,R,11.72,-0.004074593121533528
81-011.720-R-4-SI-BB2,R,11.72,-0.004074586544715236
81-011.720-R-4-SI-BB3,R,11.72,-0.00407457925921634
81-011.748-R-3-SI-BB1,R,11.748,-0.004074563572771729
81-011.748-R-3-SI-BB2,R,11.748,-0.0040745582044032875
81-011.748-R-3-SI-BB3,R,11.748,-0.00407455129188182
84-004.298-R-2-VALOM(4),R,4.298,0.0
84-011.647-R-1-BB,R,11.647,-0.004074756583970603
84-011.718-R-1-GLOM-BB,R,11.718,-0.0040746833663498115
84-011.718-R-2-GLOM-BB,R,11.718,-0.004074583296914219
84-011.718-R-34-GLOM-BB,R,11.718,-0.004074588847932242
83-039.360-R-1-SI-BB1(3),R,39.36,-0.001907133858035122
83-040.135-R-1-SI-BB1,R,40.135,-0.001907210411826
83-040.135-R-1-SI-BB2,R,40.135,-0.0019072096755046025
83-040.135-R-1-SI-BB3,R,40.135,-0.0019072089490721174
83-040.135-R-2-SI-BB1,R,40.135,-0.0019072103478171446
83-040.135-R-2-SI-BB2,R,40.135,-0.0019072096112316885
83-040.135-R-2-SI-BB3,R,40.135,-0.0019072088647588607
83-040.910-R-2-SI-BB1,R,40.91,-0.001907133470601875
83-040.910-R-2-SI-BB2,R,40.91,-0.001907133019742143
83-040.910-R-2-SI-BB3,R,40.91,-0.001907132533034351
83-040.936-R-1-SI-BB1,R,40.936,-0.0019071342795066945
83-040.936-R-1-SI-BB2,R,40.936,-0.0019071338586046757
83-040.936-R-1-SI-BB3,R,40.936,-0.0019071334735530278
83-041.080-R-11-BB,R,41.08,-0.0019071042317368658
83-041.080-R-12-BB,R,41.08,-0.0019071026499702444
83-041.080-R-13-BB,R,41.08,-0.0019071016353444208
83-041.080-R-14-BB,R,41.08,-0.0019071011225371877
83-041.080-R-2-BB,R,41.08,-0.0019071065381102432
83-041.120-R-1-BB,R,41.12,-0.0019071114967406347
83-041.220-R-11-BB,R,41.22,-0.00190709976693721
83-041.220-R-12-BB,R,41.22,-0.0019070992874318166
83-041.220-R-13-BB,R,41.22,-0.00190709873006113
83-041.220-R-14-BB,R,41.22,-0.0019070981403332373
83-041.220-R-21-BB,R,41.22,-0.0019070973990103282
83-041.220-R-22-BB,R,41.22,-0.0019070970402738784
83-041.270-R-2-BB,R,41.27,-0.0019071015153051998
83-041.335-R-12-BB,R,41.335,-0.0019070978818932806
83-041.335-R-13-BB,R,41.335,-0.0019070974384532635
83-041.390-R-12-BB,R,41.39,-0.0019070969615752125
83-041.410-R-1-BB,R,41.41,-0.0019070970703271692
83-041.463-R-2-BB,R,41.463,-0.0019070975196479453
83-041.463-R-22-BB,R,41.463,-0.0019070945116344388
83-041.510-R-1-BB,R,41.51,-0.0019070951045520167
83-041.510-R-2-SI-BB1,R,41.51,-0.0019070960108316113
83-041.510-R-2-SI-BB2,R,41.51,-0.0019070959165371983
83-041.552-R-22-BB,R,41.552,-0.001907094249523431
83-041.620-R-1-SI-BB1,R,41.62,-0.001907093658102759
83-041.620-R-1-SI-BB2,R,41.62,-0.0019070936079687252
83-041.698-R-2-SI-BB1,R,41.698,-0.001907094131188202
83-041.698-R-2-SI-BB2,R,41.698,-0.0019070941086021082
83-041.790-R-1-SI-BB1,R,41.79,-0.0019070931186563073
83-041.790-R-1-SI-BB2,R,41.79,-0.001907093133364997
81-011.950-R-3-SI-BB1,R,11.95,-0.004074287424160161
81-011.950-R-3-SI-BB2,R,11.95,-0.004074280342386248
81-011.950-R-3-SI-BB3,R,11.95,-0.004074273743909888
81-011.986-R-4-SI-BB1,R,11.986,-0.004074265891839526
81-011.986-R-4-SI-BB2,R,11.986,-0.00407425870626494
81-012.200-R-4-SI-BB1,R,12.2,-0.004074011859992944
81-012.200-R-4-SI-BB2,R,12.2,-0.0040740048487946596
81-012.200-R-4-SI-BB3,R,12.2,-0.004073997837598021
81-012.325-R-3-SI2-BB1,R,12.325,-0.004073880959743187
81-012.325-R-3-SI2-BB2,R,12.325,-0.00407386837390872
81-012.575-R-4-SI-BB1,R,12.575,-0.004073579902660962
81-012.575-R-4-SI-BB2,R,12.575,-0.004073573197001815
81-012.575-R-4-SI-BB3,R,12.575,-0.004073567459726829
81-012.575-R-4-TF-BB,R,12.575,-0.004073573197001815
81-012.700-R-3-SI-BB1,R,12.7,-0.004073494208823409
81-012.700-R-3-SI-BB2,R,12.7,-0.004073488221435598
81-012.700-R-3-SI-BB3,R,12.7,-0.004073481265666916
81-012.950-R-4-SI-BB1,R,12.95,-0.00407322715340047
81-012.950-R-4-SI-BB2,R,12.95,-0.004073221721633605
81-012.950-R-4-SI-BB3,R,12.95,-0.004073216289868389
81-013.155-R-3-SI-BB1,R,13.155,-0.004072980677501851
81-013.155-R-3-SI-BB2,R,13.155,-0.004072974092400531
81-013.155-R-3-SI-BB3,R,13.155,-0.004072968230539746
81-013.325-R-4-SI-BB1,R,13.325,-0.004072894599739489
81-013.325-R-4-SI-BB2,R,13.325,-0.0040728894734567535
81-013.325-R-4-SI-BB3,R,13.325,-0.004072883623936774
81-013.530-R-3-SI-BB1,R,13.53,-0.0040726203308975506
81-013.530-R-3-SI-BB2,R,13.53,-0.004072614774499661
81-013.530-R-3-SI-BB3,R,13.53,-0.004072609218103418
81-013.575-R-4-SI-BB1,R,13.575,-0.004072650123797048
81-013.575-R-4-SI-BB2,R,13.575,-0.0040726444779187266
81-013.575-R-4-SI-BB3,R,13.575,-0.00407263883204205
81-013.875-R-3-SI-BB1,R,13.875,-0.0040723055898141645
81-013.875-R-3-SI-BB2,R,13.875,-0.004072300314420801
81-013.875-R-3-SI-BB3,R,13.875,-0.004072295067294809
81-013.950-R-4-SI-BB1,R,13.95,-0.0040723040931776545
81-013.950-R-4-SI-BB2,R,13.95,-0.0040722987527396625
81-013.950-R-4-SI-BB3,R,13.95,-0.004072293384037593
81-014.130-R-3-SI2-BB1,R,14.13,-0.004072081942614993
81-014.130-R-3-SI2-BB2,R,14.13,-0.004072076903173922
81-014.215-R-4-SI-BB1,R,14.215,-0.004072066841520854
81-014.215-R-4-SI-BB2,R,14.215,-0.004072061688647631
81-014.215-R-4-SI-BB3,R,14.215,-0.004072056535776055
81-014.505-R-3-SI-BB1,R,14.505,-0.00407177911769206
81-014.505-R-3-SI-BB2,R,14.505,-0.004071774383648916
81-014.505-R-3-SI-BB3,R,14.505,-0.004071769532439051
81-014.550-R-4-SI-BB1,R,14.55,-0.004071783452467033
81-014.550-R-4-SI-BB2,R,14.55,-0.004071778572417424
81-014.550-R-4-SI-BB3,R,14.55,-0.004071773809537824
81-014.700-R-3-SI2-BB1,R,14.7,-0.004071618325764676
81-014.700-R-3-SI2-BB2,R,14.7,-0.0040716136333541755
81-014.925-R-4-SI-BB1,R,14.925,-0.004071492876326416
81-014.925-R-4-SI-BB2,R,14.925,-0.00407148841882264
81-014.925-R-4-SI-BB3,R,14.925,-0.0040714839613205074
81-015.155-R-3-SI-BB1,R,15.155,-0.004071280385941328
81-015.155-R-3-SI-BB2,R,15.155,-0.004071276064035849
81-015.155-R-3-SI-BB3,R,15.155,-0.00407127232356924
81-015.300-R-4-SI-BB1,R,15.3,-0.004071221636384716
81-015.300-R-4-SI-BB2,R,15.3,-0.0040712174842373675
81-015.300-R-4-SI-BB3,R,15.3,-0.004071213274439757
81-015.485-R-3-SI2-BB1,R,15.485,-0.004071078945772169
81-015.485-R-3-SI2-BB2,R,15.485,-0.004071075474006483
81-015.675-R-4-SI2-BB1,R,15.675,-0.004070966043378378
81-015.675-R-4-SI2-BB2,R,15.675,-0.004070962138915815
81-015.675-R-4-SI2-BB3,R,15.675,-0.004070957710669578
81-015.860-R-3-SI-BB1,R,15.86,-0.0040708732164468015
81-015.860-R-3-SI-BB2,R,15.86,-0.004070870050007514
81-015.860-R-3-SI-BB3,R,15.86,-0.00407086688356987
81-016.050-R-4-Returskab m. SI,R,16.05,-0.004070692131549743
81-016.050-R-4-SI-BB1,R,16.05,-0.004070697167312127
81-016.050-R-4-SI-BB2,R,16.05,-0.004070693044381271
81-016.050-R-4-SI-BB3,R,16.05,-0.004070689834283585
81-016.235-R-3-SI-BB1,R,16.235,-0.004070682618257905
81-016.235-R-3-SI-BB1(1),R,16.235,-0.00407068323145959
81-016.235-R-3-SI-BB2,R,16.235,-0.004070678845117609
81-016.235-R-3-SI-BB3,R,16.235,-0.004070675071978956
81-016.425-R-4-SI-BB1,R,16.425,-0.004070503521235096
81-016.425-R-4-SI-BB2,R,16.425,-0.004070500616435484
81-016.425-R-4-SI-BB3,R,16.425,-0.004070497711637517
81-016.610-R-3-SI2-BB1,R,16.61,-0.004070454448590761
81-016.610-R-3-SI2-BB2,R,16.61,-0.004070450980747788
81-016.800-R-4-SI2-BB1,R,16.8,-0.004070330002350018
81-016.800-R-4-SI2-BB2,R,16.8,-0.004070327402836413
81-016.800-R-4-SI2-BB3,R,16.8,-0.004070325105760423
81-016.930-R-3-SI-BB1,R,16.93,-0.004070277426253093
81-016.930-R-3-SI-BB2,R,16.93,-0.004070274218916742
81-016.930-R-3-SI-BB3,R,16.93,-0.004070271308561201
81-016.950-R-4-SI-BB1,R,16.95,-0.004070270602787545
81-016.950-R-4-SI-BB2,R,16.95,-0.004070268427823797
81-016.950-R-4-SI-BB3,R,16.95,-0.00407026565344656
81-017.047-R-3-SI-BB1,R,17.047,-0.004070216880880806
81-017.047-R-3-SI-BB2,R,17.047,-0.004070214065772276
81-017.087-R-4-SI-BB1,R,17.087,-0.0040702051303346184
81-017.087-R-4-SI-BB2,R,17.087,-0.004070202467485127
81-017.151-R-3-4-BB,R,17.151,-0.004070168467454346
81-017.197-R-4-BB,R,17.197,-0.004070153205979708
81-017.298-R-3-SI-BB1,R,17.298,-0.004070082948794621
81-017.298-R-3-SI-BB2,R,17.298,-0.004070079850887754
81-017.527-R-3-SI-BB1,R,17.527,-0.004069968038480445
81-017.527-R-3-SI-BB2,R,17.527,-0.004069965126983987
81-017.548-R-4-BB,R,17.548,-0.004069927088241526
81-017.613-R-3-SI-BB1,R,17.613,-0.004069915231896304
81-017.613-R-3-SI-BB2,R,17.613,-0.004069913464243367
81-017.640-R-7-BB,R,17.64,-0.004069918367328239
81-017.640-R-8-BB,R,17.64,-0.004069916646598855
81-017.643-R-4-SI-BB1,R,17.643,-0.004069878250974143
81-017.643-R-4-SI-BB2,R,17.643,-0.00406987668853373
81-017.710-R-8-BB,R,17.71,-0.004069899103259725
81-017.800-R-9-BB,R,17.8,-0.004069887249417353
81-017.870-R-3-Returskab m. SI-BB1,R,17.87,-0.004069817048846773
81-017.890-R-4-SI-BB1,R,17.89,-0.004069818011014666
81-017.890-R-4-SI-BB2,R,17.89,-0.004069816649628019
81-017.890-R-4-SI-BB3,R,17.89,-0.004069814889024262
81-017.922-R-8-BB,R,17.922,-0.004069874313858247
81-017.950-R-3-Returskab m. SI-BB1,R,17.95,-0.004069819320901531
81-017.950-R-3-Returskab m. SI-BB2,R,17.95,-0.004069817827562726
81-017.950-R-3-Returskab m. SI-BB3,R,17.95,-0.004069816025994377
81-017.950-R-3-Til returskab-BB1,R,17.95,-0.004069824174257339
81-017.950-R-3-Til returskab-BB2,R,17.95,-0.004069810170903374
81-017.953-R-7-BB,R,17.953,-0.004069872243434664
81-018.027-R-7-BB,R,18.027,-0.004069860478220724
81-018.036-R-8-BB,R,18.036,-0.004069859139860875
81-018.060-R-8-BB,R,18.06,-0.004069855102809505
81-018.124-R-7-BB,R,18.124,-0.004069850815909453
81-018.178-R-8-Returskab-BB,R,18.178,-0.0040698399754423645
81-018.232-R-7-Returskab-BB,R,18.232,-0.004069838215123061
84-020.607-R-2-BB,R,20.607,0.005921623364439971
84-020.670-R-1-BB,R,20.67,0.0059215396866491845
84-020.680-R-1-SI2-BB1,R,20.68,0.005921526373393366
84-020.680-R-1-SI2-BB2,R,20.68,0.005921518186543375
84-020.680-R-1-SI2-BB3,R,20.68,0.005921510014416849
84-020.680-R-1-VLD-BB,R,20.68,0.005920562361093854
84-020.680-R-2-SI2-BB1,R,20.68,0.005921526235523962
84-020.680-R-2-SI2-BB2,R,20.68,0.0059215180908564055
84-020.680-R-2-SI2-BB3,R,20.68,0.005921509931470167
84-021.430-R-1-SI2-BB1,R,21.43,0.005920568163175922
84-021.430-R-1-SI2-BB2,R,21.43,0.005920560879210141
84-021.430-R-1-SI2-BB3,R,21.43,0.005920553367167457
84-021.430-R-2-SI2-BB1,R,21.43,0.005920569632950771
84-021.430-R-2-SI2-BB2,R,21.43,0.005920562361725381
84-021.430-R-2-SI2-BB3,R,21.43,0.005920555318584074
84-022.180-R-1-BB2(1),R,22.18,0.005919683221662491
84-022.180-R-1-BB2(2),R,22.18,0.005919669160355943
84-022.180-R-1-SI2-BB1,R,22.18,0.005919691954893351
84-022.180-R-1-SI2-BB2,R,22.18,0.005919685330873946
84-022.180-R-1-SI2-BB3,R,22.18,0.005919679031351049
84-022.280-R-2-SI2-BB1,R,22.28,0.00591965199609037
84-022.280-R-2-SI2-BB2,R,22.28,0.005919645959371608
84-022.280-R-2-SI2-BB3,R,22.28,0.005919639598165904
84-022.695-R-1-SI-BB1,R,22.695,0.005919177353565979
84-022.695-R-1-SI-BB2,R,22.695,0.005919171663749018
84-022.695-R-1-SI2-BB3,R,22.695,0.005919165973934449
84-022.976-R-1-Resturskab m.SI-BB,R,22.976,0.0059189137435976934
84-022.976-R-1-returskab m. SI-BB,R,22.976,0.005918913757907487
84-023.030-R-1-VLD-2-BB,R,23.03,0.005918913148394299
84-023.030-R-1/2-BB,R,23.03,0.005918913148409844
84-023.030-R-2-BB1,R,23.03,0.005918918435784808
84-023.030-R-2-BB2,R,23.03,0.005918912962475837
84-023.030-R-2-BB3,R,23.03,0.00591890747486664
84-023.295-R-1-SI-BB1,R,23.295,0.00591864658555878
84-023.295-R-1-SI-BB2,R,23.295,0.005918641620329464
84-023.295-R-1-SI-BB3,R,23.295,0.00591863665510254
84-023.630-R-2-SI-BB1,R,23.63,0.0059184070588303465
84-023.630-R-2-SI-BB2,R,23.63,0.005918402281464909
84-023.630-R-2-SI-BB3,R,23.63,0.005918397504101862
84-023.800-R-2-SI-BB1,R,23.8,0.005918268308949359
84-023.800-R-2-SI-BB2,R,23.8,0.005918263732814438
84-023.800-R-2-SI-BB3,R,23.8,0.0059182591566819065
84-024.045-R-1-SI-BB1,R,24.045,0.005918085618452877
84-024.045-R-1-SI-BB2,R,24.045,0.005918081540985002
84-024.045-R-1-SI-BB3,R,24.045,0.005918077463519519
84-024.334-R-1-BB,R,24.334,0.005917894007781176
84-024.334-R-1-Returskab m. SI-VSO,R,24.334,0.005917894007781176
84-024.334-R-2-BB,R,24.334,0.005917889486975995
84-024.334-R-2-Returskab m. SI-VSOM-BB,R,24.334,0.005917889486975995
88-004.053-R-11-BB,R,4.053,-0.0038639919985990656
88-004.053-R-12-BB,R,4.053,-0.003865420937333776
88-004.541-R-11-BB,R,4.541,-0.003463798833024739
88-004.541-R-12-BB,R,4.541,-0.0034638525806622734
88-005.249-R-11-BB,R,5.249,-0.0028822870314088806
88-005.249-R-12-BB,R,5.249,-0.002882248291872666
88-006.002-R-11-BB,R,6.002,-0.002264595517235848
88-006.002-R-12-BB,R,6.002,-0.0022629998677873436
88-006.336-R-12-BB,R,6.336,-0.0019750162771240793
88-006.451-R-11-BB,R,6.451,-0.0019142084986335853
88-006.550-R-11-BB,R,6.55,-0.0018249134186740232
88-006.550-R-12-BB,R,6.55,-0.0018165293389710362
88-006.717-R-11-BB,R,6.717,-0.0016630449156890992
88-006.717-R-11-Retur-BB,R,6.717,-0.0016630449156890992
88-006.717-R-11-Retur-BB(1),R,6.717,-0.0018261986154198809
88-006.717-R-12-BB,R,6.717,-0.0016505492945806098
82-035.900-R-1-SI-BB1,R,35.9,0.08819833965834493
82-035.900-R-1-SI-BB2,R,35.9,0.08819832065304871
82-035.924-R-1-BB,R,35.924,0.08819817323755902
82-035.924-R-11-BB,R,35.924,0.08819810023153979
82-035.934-R-2-BB,R,35.934,0.08819884419750283
82-035.962-R-11-BB,R,35.962,0.088197964679362
82-035.962-R-1a-BB,R,35.962,0.08819784969898109
82-035.962-R-1b-BB,R,35.962,0.08819787971756493
82-036.000-R-2-SI-BB1,R,36.0,0.08819818900555522
82-036.000-R-2-SI-BB2,R,36.0,0.08819817016435894
82-036.061-R-1-BB,R,36.061,0.08819786737326499
82-036.061-R-11-BB,R,36.061,0.0881978412505636
82-036.061-R-1a-BB,R,36.061,0.08819782659849565
82-036.061-R-1b-BB,R,36.061,0.08819782577285343
82-036.173-R-1-BB,R,36.173,0.08819780056298378
82-036.173-R-10-BB,R,36.173,0.08819775319007914
82-036.173-R-11-BB,R,36.173,0.08819777882256719
82-036.173-R-1a-BB,R,36.173,0.08819777840621004
82-036.173-R-1b-BB,R,36.173,0.08819777579017639
82-036.173-R-2-BB,R,36.173,0.08819771731623459
82-036.173-R-3-BB,R,36.173,0.08819777138058589
82-036.173-R-5-BB,R,36.173,0.08819773329640815
82-036.173-R-6-BB,R,36.173,0.08819763218179874
82-036.173-R-7-BB,R,36.173,0.08819758311683645
82-036.173-R-9-BB,R,36.173,0.08819756322343043
82-036.265-R-1-BB,R,36.265,0.08819776084303681
82-036.298-R-1-BB,R,36.298,0.08819772409045383
82-036.298-R-1a-BB,R,36.298,0.08819773654745842
82-036.298-R-2-BB,R,36.298,0.08819764009577116
82-036.298-R-3-BB,R,36.298,0.08819770258100154
82-036.298-R-4-BB,R,36.298,0.08819763898092975
82-036.298-R-5-BB,R,36.298,0.08819763493939517
82-036.298-R-6-BB,R,36.298,0.0881974363090137
82-036.298-R-7-BB,R,36.298,0.08819743035601982
82-036.510-R-1-BB,R,36.51,0.08819763076784194
82-036.510-R-2-BB,R,36.51,0.08819761743535488
82-036.510-R-3-BB,R,36.51,0.08819762531389942
82-036.510-R-4-BB,R,36.51,0.08819757456425617
82-036.510-R-5-BB,R,36.51,0.08819757052272453
82-036.510-R-6-BB,R,36.51,0.08819736938968069
82-036.510-R-7-BB,R,36.51,0.0881973684447612
82-036.510-R-9-BB,R,36.51,0.08819740045154428
82-018.456-R-12-BB,R,18.456,0.06714335507754705
82-018.590-R-1-BB,R,18.59,0.06686361148970135
82-018.590-R-2-BB,R,18.59,0.06683103110038603
82-018.590-R-Returskab-BB,R,18.59,0.06686361148970081
82-018.692-R-2-BB,R,18.692,0.06726494798099288
82-018.692-R-2-BB(1),R,18.692,0.06728223724822141
82-018.758-R-1-SI-BB1,R,18.758,0.06744166426701148
82-018.758-R-1-SI-BB2,R,18.758,0.06745225188190347
82-018.758-R-2-SI-BB1,R,18.758,0.06754222561115036
82-018.758-R-2-SI-BB2,R,18.758,0.06755434650536134
82-018.758-R-3-SI-BB1,R,18.758,0.06759364524030172
82-018.758-R-3-SI-BB2,R,18.758,0.06760540571930941
82-018.823-R-4-BB,R,18.823,0.06809845643734387
82-018.990-R-1-SI-BB1,R,18.99,0.0678514639244354
82-018.990-R-1-SI-BB2,R,18.99,0.06786205467842851
82-018.990-R-2-SI-BB1,R,18.99,0.0680113632622508
82-018.990-R-2-SI-BB2,R,18.99,0.06802348730164126
82-018.990-R-3-SI-BB1,R,18.99,0.06804883486893239
82-018.990-R-3-SI-BB2,R,18.99,0.06806059849517353
82-019.000-R-1-BB,R,19.0,0.0678964747346476
82-019.000-R-2-BB,R,19.0,0.06806289053499491
82-019.000-R-3-BB,R,19.0,0.06809883038600956
82-019.063-R-4-BB,R,19.063,0.06809852017856909
82-019.105-R-2-BB,R,19.105,0.06838229574061978
82-019.140-R-3-BB,R,19.14,0.06844257649899507
82-019.170-R-2-BB,R,19.17,0.06855807294715507
82-019.185-R-1-BB,R,19.185,0.06853328561244414
